#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           2      5.687708e+00      9.831278e-01      9.857515e-01      1.855203e-03
           2      5.752341e+00      9.911663e-01      9.857221e-01      3.849584e-03
           2      5.816974e+00      9.858698e-01      9.872859e-01      1.001325e-03
           2      5.881607e+00      9.805930e-01      9.802834e-01      2.189600e-04
           2      5.946240e+00      9.828270e-01      9.844600e-01      1.154702e-03
           2      6.010873e+00      9.875136e-01      9.864273e-01      7.681384e-04
           2      6.075506e+00      9.874068e-01      9.872204e-01      1.318104e-04
           2      6.140139e+00      9.807084e-01      9.818365e-01      7.976608e-04
           2      6.204772e+00      9.861597e-01      9.843926e-01      1.249529e-03
           2      6.269405e+00      9.885755e-01      9.893104e-01      5.196543e-04
           2      6.334038e+00      9.866176e-01      9.901195e-01      2.476172e-03
           2      6.398671e+00      9.800343e-01      9.812361e-01      8.498148e-04
           3      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00
           3      6.463304e-02      0.000000e+00      0.000000e+00      0.000000e+00
           3      1.292661e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      1.938991e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      2.585322e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      3.231652e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      3.877982e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      4.524313e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      5.170643e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      5.816974e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      6.463304e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      7.109634e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      7.755965e-01      0.000000e+00      0.000000e+00      0.000000e+00
           3      8.402295e-01      1.496706e-03      7.982433e-04      2.937456e-04
           3      9.048626e-01      1.619232e-01      1.496406e-01      5.224808e-03
           3      9.694956e-01      1.064875e+00      1.051704e+00      6.493476e-03
           3      1.034129e+00      2.079313e+00      2.032349e+00      3.031167e-02
           3      1.098762e+00      2.241933e+00      2.246149e+00      2.580070e-02
           3      1.163395e+00      2.062131e+00      2.109643e+00      2.061751e-02
           3      1.228028e+00      1.832277e+00      1.853324e+00      1.441010e-02
           3      1.292661e+00      1.604025e+00      1.632852e+00      1.481418e-02
           3      1.357294e+00      1.492427e+00      1.462914e+00      1.217964e-02
           3      1.421927e+00      1.331153e+00      1.323427e+00      4.130816e-03
           3      1.486560e+00      1.250627e+00      1.245390e+00      2.272073e-03
           3      1.551193e+00      1.185181e+00      1.207546e+00      9.147590e-03
           3      1.615826e+00      1.137197e+00      1.136330e+00      8.130514e-04
           3      1.680459e+00      1.127294e+00      1.124081e+00      3.925529e-03
           3      1.745092e+00      1.085199e+00      1.091261e+00      3.251555e-03
           3      1.809725e+00      1.073748e+00      1.060534e+00      5.668826e-03
           3      1.874358e+00      1.075564e+00      1.069607e+00      4.436243e-03
           3      1.938991e+00      1.043393e+00      1.051196e+00      3.185715e-03
           3      2.003624e+00      1.041125e+00      1.047065e+00      3.259510e-03
           3      2.068257e+00      1.049815e+00      1.061767e+00      5.830322e-03
           3      2.132890e+00      1.047846e+00      1.049873e+00      9.629302e-04
           3      2.197523e+00      1.021275e+00      1.034206e+00      8.787233e-03
           3      2.262156e+00      1.026307e+00      1.041998e+00      6.438092e-03
           3      2.326789e+00      1.039667e+00      1.046017e+00      3.083842e-03
           3      2.391423e+00      1.034793e+00      1.038518e+00      1.854599e-03
           3      2.456056e+00      1.034060e+00      1.025014e+00      3.954492e-03
           3      2.520689e+00      1.016333e+00      1.023714e+00      4.448912e-03
           3      2.585322e+00      1.020603e+00      1.019760e+00      1.882591e-03
           3      2.649955e+00      1.018279e+00      1.018363e+00      2.091685e-03
           3      2.714588e+00      1.019150e+00      1.013127e+00      2.470784e-03
           3      2.779221e+00      1.008742e+00      1.010377e+00      9.429120e-04
           3      2.843854e+00      1.002144e+00      1.005552e+00      1.549653e-03
           3      2.908487e+00      9.877632e-01      1.001472e+00      5.730186e-03
           3      2.973120e+00      1.003363e+00      1.004162e+00      4.455837e-04
           3      3.037753e+00      9.987417e-01      9.973145e-01      1.450616e-03
           3      3.102386e+00      1.003784e+00      1.006514e+00      1.258854e-03
           3      3.167019e+00      1.004022e+00      1.001260e+00      1.196111e-03
           3      3.231652e+00      1.001014e+00      1.002448e+00      3.893049e-03
           3      3.296285e+00      9.984888e-01      9.966711e-01      3.064440e-03
           3      3.360918e+00      9.890517e-01      9.890715e-01      7.047451e-05
           3      3.425551e+00      9.980930e-01      9.967328e-01      6.253797e-04
           3      3.490184e+00      9.960170e-01      9.942653e-01      1.157004e-03
           3      3.554817e+00      9.841212e-01      9.907244e-01      3.290981e-03
           3      3.619450e+00      9.978083e-01      9.970047e-01      3.335775e-04
           3      3.684083e+00      9.893877e-01      9.916217e-01      1.135858e-03
